802 2
-1.200927e+00 -2.146445e+00 1.294351e+01 2 4989
7.442755e+00 8.027730e+00 -1.342451e+01 0.000000e+00
7.442755e+00 8.027730e+00 -1.342451e+01 2.000000e-01
-1.141282e+00 -2.230561e+00 1.292627e+01 2 5040
5.174468e+00 5.581163e+00 -9.333200e+00 0.000000e+00
5.174468e+00 5.581163e+00 -9.333200e+00 2.000000e-01
-1.116307e+00 -2.165024e+00 1.297931e+01 2 5041
5.067330e+00 5.465605e+00 -9.139955e+00 0.000000e+00
5.067330e+00 5.465605e+00 -9.139955e+00 2.000000e-01
-1.445188e+00 -1.968239e+00 1.291465e+01 2 4970
1.375186e+01 1.483271e+01 -2.480426e+01 0.000000e+00
1.375186e+01 1.483271e+01 -2.480426e+01 2.000000e-01
-1.374833e+00 -2.066722e+00 1.289476e+01 2 5043
1.182889e+01 1.275860e+01 -2.133580e+01 0.000000e+00
1.182889e+01 1.275860e+01 -2.133580e+01 2.000000e-01
-1.358987e+00 -1.965492e+00 1.296408e+01 2 5053
1.216199e+01 1.311788e+01 -2.193660e+01 0.000000e+00
1.216199e+01 1.311788e+01 -2.193660e+01 2.000000e-01
-1.268368e+00 -2.046468e+00 1.296590e+01 2 5054
9.770583e+00 1.053852e+01 -1.762322e+01 0.000000e+00
9.770583e+00 1.053852e+01 -1.762322e+01 2.000000e-01
-2.514128e+00 -1.605702e+00 1.253881e+01 2 4993
1.246457e+01 1.344424e+01 -2.248238e+01 0.000000e+00
1.246457e+01 1.344424e+01 -2.248238e+01 2.000000e-01
-2.487369e+00 -1.698197e+00 1.249833e+01 2 4994
1.230888e+01 1.327631e+01 -2.220155e+01 0.000000e+00
1.230888e+01 1.327631e+01 -2.220155e+01 2.000000e-01
-2.433829e+00 -1.658992e+00 1.255146e+01 2 5060
1.380888e+01 1.489421e+01 -2.490710e+01 0.000000e+00
1.380888e+01 1.489421e+01 -2.490710e+01 2.000000e-01
-2.663622e+00 -1.606784e+00 1.245528e+01 2 4971
8.582623e+00 9.257189e+00 -1.548050e+01 0.000000e+00
8.582623e+00 9.257189e+00 -1.548050e+01 2.000000e-01
-2.631827e+00 -1.709883e+00 1.241125e+01 2 5274
8.460949e+00 9.125951e+00 -1.526103e+01 0.000000e+00
8.460949e+00 9.125951e+00 -1.526103e+01 2.000000e-01
-2.571161e+00 -1.651811e+00 1.247962e+01 2 5063
1.072402e+01 1.156689e+01 -1.934294e+01 0.000000e+00
1.072402e+01 1.156689e+01 -1.934294e+01 2.000000e-01
-2.544366e+00 -1.726766e+00 1.244965e+01 2 5061
1.062411e+01 1.145913e+01 -1.916273e+01 0.000000e+00
1.062411e+01 1.145913e+01 -1.916273e+01 2.000000e-01
-2.450437e+00 -1.569046e+00 1.259604e+01 2 5064
1.402120e+01 1.512322e+01 -2.529007e+01 0.000000e+00
1.402120e+01 1.512322e+01 -2.529007e+01 2.000000e-01
-2.539038e+00 -1.502983e+00 1.258642e+01 2 4995
1.228659e+01 1.325227e+01 -2.216134e+01 0.000000e+00
1.228659e+01 1.325227e+01 -2.216134e+01 2.000000e-01
-2.375271e+00 -1.618666e+00 1.260804e+01 2 4965
1.519240e+01 1.638647e+01 -2.740256e+01 0.000000e+00
1.519240e+01 1.638647e+01 -2.740256e+01 2.000000e-01
